kod;marka;model;nazwa;kategoria;zastosowanie;pewnosc;stare_zastosowanie
MO2_37200010AL-IG;Alliance;372;VF650/65R42 Alliance 372 174D TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36061747AL-IN;Alliance;360;620/70R42 Alliance 360 173A8/170B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36061533AL;Alliance;360;620/70R42 Alliance 360 166A8/163B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36035001AL-IN;Alliance;360;800/65R32 Alliance 360 181A8/178B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36035001AL-IG;Alliance;360;800/65R32 Alliance 360 181A8/178B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36033498AL-IG;Alliance;360;800/65R32 Alliance 360 173A8/170B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36020432AL;Alliance;360;650/75R32 Alliance 360 172D/175A8 TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36018062AL;Alliance;360;600/65-28 Alliance 360 154A8/161A2;leśne;Kombajn;PEWNE;Kombajn
MO2_36018032AL-IG;Alliance;360 FORESTRY;600/65R28 Alliance 360 FORESTRY 154D TL;leśne;Kombajn;PEWNE;Kombajn
MO2_36017698AL;Alliance;360;28R26 Alliance 360 173A8/170B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36017507AL;Alliance;360;28R26 Alliance 360 166A8/163B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36017501AL;Alliance;360;750/65R26 Alliance 360 158A8/155B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_36016205AL;Alliance;360;480/65-24 Alliance 360 140A8 TL;leśne;Kombajn;PEWNE;Kombajn
MO2_10004368;Alliance;Agriflex 372 +;VF620/70R26 Alliance Agriflex 372 + 173D TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15226831;Alliance;360;620/70R42 Alliance 360 173A8/170B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15226794;Alliance;360;650/65R38 Alliance 360 178A8/175B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15226767;Alliance;360;800/65R32 Alliance 360 181A8/178B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15225181;Alliance;Agriflex 372 +;VF710/60R34 Alliance Agriflex 372 + 173D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15225144;Alliance;Agriflex 372 +;VF600/60R30 Alliance Agriflex 372 + 147D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10004811;Alliance;Agriflex 372 +;VF710/85R38 CFO Alliance Agriflex 372 + 183D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10004234;Alliance;Agriflex 372 +;VF710/60R38 Alliance Agriflex 372 + 171D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10004044;Alliance;Agriflex 372 +;VF600/70R30 CFO Alliance Agriflex 372 + 174D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10003381;Alliance;Agriflex 372 +;VF900/50R42 Alliance Agriflex 372 + 180D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10001202;Alliance;Agriflex 372 +;VF900/60R42 Alliance Agriflex 372 + 189D SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_98020;BKT;AGRIMAX TERIS;750/65R26 BKT AGRIMAX TERIS 171A8/171B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_64715;BKT;AGRIMAX TERIS;620/75R26 BKT AGRIMAX TERIS 166A8/166B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_62271;BKT;AGRIMAX TERIS E;620/75R30 BKT AGRIMAX TERIS E 168A8/B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_47017;BKT;AGRIMAX TERIS;800/65R32 BKT AGRIMAX TERIS 178A8/175B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_35114;BKT;AGRIMAX TERIS;900/60R32 BKT AGRIMAX TERIS 185A8/182B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_32299;BKT;AGRIMAX TERIS E;650/75R32 BKT AGRIMAX TERIS E 172A8/B;rolnicze;Kombajn;PEWNE;Kombajn
MO9_28824;BKT;AGRIMAX TERIS 1;050/50R32 BKT AGRIMAX TERIS 1 184A8/181B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_23814;BKT;RM 500 STBT;500/85R30 BKT RM 500 STBT 176A8/164A8;rolnicze;Kombajn;PEWNE;Kombajn
MO9_21305;BKT;AGRIMAX TERIS;900/60R32 BKT AGRIMAX TERIS 181A8/178B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_7320;BKT;RM 500 steel belted;500/85R24 BKT RM 500 steel belted 182A8/170A8 TL;rolnicze;Kombajn;PEWNE;Kombajn
MO9_2205;BKT;AGRIMAX TERIS;520/85R42 BKT AGRIMAX TERIS 168D;rolnicze;Kombajn;PEWNE;Kombajn
MO9_742;BKT;AGRIMAX TERIS;750/65R26 BKT AGRIMAX TERIS 166A8/B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO3_5208542BKTAGRIMAXTER;BKT;AGRIMAX TERIS CHO;520/85R42 BKT AGRIMAX TERIS CHO 168D TL;rolnicze;Kombajn;PEWNE;Kombajn
MO5_BRRR320800658VTC1;Bridgestone;CFO VT-COMBINE;800/65R32 Bridgestone CFO VT-COMBINE 178A8 TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15126744;CEAT;Yieldmax;620/75R26 CHO CEAT Yieldmax 166A8/166B SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_15125280;CEAT;Yieldmax;650/75R32 CHO CEAT Yieldmax 172A8/172B TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10005364;CEAT;Yieldmax;800/70R32 CEAT Yieldmax 181A8/181B SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10004168;CEAT;Yieldmax;1050/50R32 CEAT Yieldmax 184A8/184B SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10001729;CEAT;Yieldmax;900/60R32 CHO CEAT Yieldmax 193A8/193B SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10000352;CEAT;Yieldmax;620/75R34 CHO CEAT Yieldmax 170A8/170B SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO1_10000326;CEAT;Yieldmax;620/75R30 CHO CEAT Yieldmax 169A8/169B SB TL;rolnicze;Kombajn;PEWNE;Kombajn
MO2_53350022AL-IN;Alliance;533;15.5/80-24 Alliance 533 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_53350015AL-IN;Alliance;533;15.5/80-24 Alliance 533 12PR TT;przemysłowe;Koparka;PEWNE;Koparka
MO2_53316323AL-IN;Alliance;533;18.4-26 Alliance 533 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_53312004AL-IN;Alliance;533;19.5-24 Alliance 533 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_53311008AL-IN;Alliance;533;17.5-24 Alliance 533 10PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_53310205AL-IG;Alliance;533;16.9-24 Alliance 533 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_53305522AL-IN;Alliance;533 HD;16.9-28 Alliance 533 HD 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_53305512AL-IG;Alliance;533;16.9-28 Alliance 533 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_106993;BKT;CON STAR;16.0/70x20 BKT CON STAR 156A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_66644;BKT;AT 621;10.0/75x15.3 BKT AT 621 127A6 10PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_66415;BKT;CON STAR;12.5x20 BKT CON STAR 144A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_66140;BKT;CON STAR E;16.9x28 BKT CON STAR E 156A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_65642;BKT;CON STAR;16.0/70x24 BKT CON STAR 158A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_65581;BKT;CON STAR E;18.4x26 BKT CON STAR E 160A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_65341;BKT;CON STAR E;16.0/70x20 BKT CON STAR E 149A8 16PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_60338;BKT;AT 621;15.5/60x18 BKT AT 621 10PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_58507;BKT;CON STAR;12.5/80x18 BKT CON STAR 143A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_39190;BKT;CON STAR E;16.9x24 BKT CON STAR E 168A8 22PR TL;rolnicze;Koparka;PEWNE;Koparka
MO9_31378;BKT;AT 621;12.5/70x16 BKT AT 621 8PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_25637;BKT;AT 621;33x12.5-15 BKT AT 621 8PR TT;przemysłowe;Koparka;PEWNE;Koparka
MO9_23114;BKT;TR 461;12.5/80x18 BKT TR 461 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_22128;BKT;AT 621;16.9x30 BKT AT 621 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_18727;BKT;AT 621;18.4x26 BKT AT 621 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_15098;BKT;AT 621;16.9x28 BKT AT 621 152A8 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_15050;BKT;CON STAR E;400/80x24 BKT CON STAR E 20PR TL;rolnicze;Koparka;PEWNE;Koparka
MO9_7152;BKT;AT 621;15.5/70x18 BKT AT 621 10PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_4238;BKT;EM 937 DOT 2010;14.00x25 BKT EM 937 DOT 2010 24PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO9_1918;BKT;AT 621;12.5/80x18 BKT AT 621 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4008024BKTcs;BKT;Con Star;400/80-24 BKT Con Star 162A8 20PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4408024BKTcs;BKT;Con Star;440/80-24 BKT Con Star 168A8 22PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4808026BKTcs;BKT;Con Star;480/80-26 BKT Con Star 160A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4007024BKTcs;BKT;Con Star;400/70-24 BKT Con Star 158A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3408020BKTcs;BKT;Con Star;340/80-20 BKT Con Star 144A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3408018BKTcs;BKT;Con Star;340/80-18 BKT Con Star 143A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4408028BKTcs;BKT;Con Star;440/80-28 BKT Con Star 156A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4808026FIDU;Firestone;Duraforce;480/80R26 Firestone Duraforce 160A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4408028FIDU;Firestone;Duraforce;440/80R28 Firestone Duraforce 156A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_5007024FIDU;Firestone;Duraforce;500/70R24 Firestone Duraforce 164A8/164B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4007020FIDU;Firestone;Duraforce;400/70R20 Firestone Duraforce 149A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4057018FIDU;Firestone;Duraforce;405/70R18 Firestone Duraforce 141B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3358020FIDU;Firestone;Duraforce;335/80R20 Firestone Duraforce 136B TL;przemysłowe;Koparka;PEWNE;Koparka
MO10_PCB1041;GRI;GRIP EX EX222;16.0/70-24 GRI GRIP EX EX222 14PR E-2 TL;przemysłowe;Koparka;PEWNE;Koparka
MO10_PCB1001;GRI;GRIP EX EX222;10.00-20 GRI GRIP EX EX222 16PR E-2 TT;przemysłowe;Koparka;PEWNE;Koparka
MO2_201435-33;Galaxy;SUPER INDUSTRIAL LUG R-4;17.5-24 Galaxy SUPER INDUSTRIAL LUG R-4 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO5_MNPR240460708XMC0;Michelin;XMCL;460/70R24 Michelin XMCL 159A8/159B TL;rolnicze;Koparka;PEWNE;Koparka
MO5_MNPD260480808PRM0;Michelin;POWER CL;480/80-26 Michelin POWER CL 167A8 12PR TL;rolnicze;Koparka;PEWNE;Koparka
MO5_MNPD240460708PWC0;Michelin;POWER CL;460/70-24 Michelin POWER CL 159A8 TL;rolnicze;Koparka;PEWNE;Koparka
MO5_MNPD240440808PRM0;Michelin;POWER CL;440/80-24 Michelin POWER CL 168A8 TL;rolnicze;Koparka;PEWNE;Koparka
MO5_MNPD240400808PWC0;Michelin;POWER CL;400/80-24 Michelin POWER CL 162A8 20PR TL;rolnicze;Koparka;PEWNE;Koparka
MO3_4607024M;Michelin;XMCL;460/70R24 Michelin XMCL 159A8/159B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4607024BIB;Michelin;BIBLOAD;460/70R24 Michelin BIBLOAD 159A8/159B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4408028M;Michelin;XMCL;440/80R28 Michelin XMCL 156A8/156B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_5007024MMM;Michelin;POWER CL;500/70-24 Michelin POWER CL 164A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4408024MMM;Michelin;POWER CL;440/80-24 Michelin POWER CL 168A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_5007024MM;Michelin;XMCL;500/70R24 Michelin XMCL 164A8/164B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4007020M;Michelin;POWER CL;400/70-20 Michelin POWER CL 149A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4008024M;Michelin;POWER CL;400/80-24 Michelin POWER CL 162A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3408018M;Michelin;POWER CL;340/80-18 Michelin POWER CL 143A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4007024XMCL;Michelin;XMCL;400/70R24 Michelin XMCL 152A8/152B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3408018MMM;Michelin;BIBLOAD;340/80R18 Michelin BIBLOAD 143A8/143B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_5007024m;Michelin;BIBLOAD;500/70R24 Michelin BIBLOAD 164A8/164B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4007020MMM;Michelin;BIBLOAD;400/70R20 Michelin BIBLOAD 149A8/149B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3807520M;Michelin;XMCL;380/75R20 Michelin XMCL 148A8/148B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_3408020MM;Michelin;XMCL;340/80R20 Michelin XMCL 144A8/144B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4007020MM;Michelin;XMCL;400/70R20 Michelin XMCL 149A8/149B TL;przemysłowe;Koparka;PEWNE;Koparka
MO3_4808026MM;Michelin;POWER CL;480/80-26 Michelin POWER CL 167A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_954749;Michelin;XMCL;16.9R24 Michelin XMCL 161A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_948730;Michelin;XMCL;340/80R20 Michelin XMCL 144A8/144B TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_793611;Michelin;BIBLOAD;400/70R20 Michelin BIBLOAD 149A8/149B TL;rolnicze;Koparka;PEWNE;Koparka
MO2_694767;Michelin;POWER CL;280/80-20 Michelin POWER CL 133A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_610873;Michelin;POWER CL;340/80-18 Michelin POWER CL 143A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_474495;Michelin;XMCL;400/70R20 Michelin XMCL 149A8/149B TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_415829;Michelin;BIBLOAD;340/80R18 Michelin BIBLOAD 143A8/143B TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_281778;Michelin;POWER CL;10.5/80-18 Michelin POWER CL 132A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_239365;Michelin;BIBLOAD H/S;400/70R18 Michelin BIBLOAD H/S 147A8/147B TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_178690;Michelin;XMCL;400/70R24 Michelin XMCL 152A8/152B TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_165629;Michelin;POWER CL;16.9-24 Michelin POWER CL 168A8 TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_100054;Michelin;XMCL;340/80R18 Michelin XMCL 143A8/143B TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_050267;Michelin;POWER CL;15.5/80-24 Michelin POWER CL 162A8 20PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO5_MNCR22538565KXMZ0;Michelin;MULTI;385/65R22.5 Michelin MULTI 160K TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22538565KXMT1;Michelin;MULTI;385/65R22.5 Michelin MULTI 160K TL M+S;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22538565KXHL0;Michelin;MULTI HL;385/65R22.5 Michelin MULTI HL 164K TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22538565KWXT0;Michelin;WORKS;385/65R22.5 Michelin WORKS 160K TL M+S;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22538565JTE31;Michelin;XTE 3;385/65R22.5 Michelin XTE 3 160J TL M+S;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22538555KXM31;Michelin;MULTI;385/55R22.5 Michelin MULTI 160K TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22531580LXD41;Michelin;MULTI;315/80R22.5 Michelin MULTI 156/150L TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22531570LXMD0;Michelin;MULTI;315/70R22.5 Michelin MULTI 154/150L TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22531570LXE20;Michelin;MULTI ENERGY;315/70R22.5 Michelin MULTI ENERGY 156/150L TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22531560LXMZ0;Michelin;MULTI;315/60R22.5 Michelin MULTI 154/148L TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22531560LXMD0;Michelin;MULTI;315/60R22.5 Michelin MULTI 152/148L TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR22529560LXMD0;Michelin;MULTI;295/60R22.5 Michelin MULTI 150/147L TL M+S 3PMSF;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR17524570JXM31;Michelin;MULTI;245/70R17.5 Michelin MULTI 143/141J TL M+S;ciężarowe;Koparka;WZORZEC;Koparka
MO5_MNCR17523575JXM31;Michelin;MULTI;235/75R17.5 Michelin MULTI 143/141J TL M+S;ciężarowe;Koparka;WZORZEC;Koparka
MO3_6506542Mdemo;Michelin;MULTIBIB;650/65R42 Michelin MULTIBIB 158D TL demo;rolnicze;Koparka;WZORZEC;Koparka
MO3_4406520Mdemo;Michelin;MULTIBIB;440/65R20 Michelin MULTIBIB 128D TL demo;rolnicze;Koparka;WZORZEC;Koparka
MO3_4406528Mdemo;Michelin;MULTIBIB;440/65R28 Michelin MULTIBIB 131D TL demo;rolnicze;Koparka;WZORZEC;Koparka
MO3_6007030Mdemo;Michelin;Machxbib;600/70R30 Michelin Machxbib 158D TL demo;rolnicze;Koparka;WZORZEC;Koparka
MO3_5406530Mdemo;Michelin;MULTIBIB;540/65R30 Michelin MULTIBIB 143D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_5208538M2;Michelin;AGRIBIB 2;520/85R38 Michelin AGRIBIB 2 160A8/160B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_7107042Mdemo;Michelin;Machxbib;710/70R42 Michelin Machxbib 173D TL demo;rolnicze;Koparka;WZORZEC;Koparka
MO3_6007030Mm2;Michelin;Machxbib;600/70R30 Michelin Machxbib 158D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_9006032Mm2;Michelin;MEGAXBIB 2;900/60R32 Michelin MEGAXBIB 2 181A8/181B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_8006532Mm2;Michelin;MEGAXBIB 2;800/65R32 Michelin MEGAXBIB 2 178A8/178B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_3808038M2;Michelin;AGRIBIB 2;380/80R38 Michelin AGRIBIB 2 142A8/139D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4208046M2;Michelin;AGRIBIB 2;420/80R46 Michelin AGRIBIB 2 151A8/151B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_6506034Mm;Michelin;MACHXBIB;650/60R34 Michelin MACHXBIB 159D/155E TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4008024cross;Michelin;CROSSGRIP;400/80R24 Michelin CROSSGRIP 156A8/151D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_3208534M2;Michelin;AGRIBIB 2;320/85R34 Michelin AGRIBIB 2 133A8/133B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_7107542Mm;Michelin;MACHXBIB;710/75R42 Michelin MACHXBIB 175D/171E TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_8007032MMEGA;Michelin;MEGAXBIB 2;800/70R32 Michelin MEGAXBIB 2 181A8/181B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4608534m;Michelin;AGRIBIB 2;460/85R34 Michelin AGRIBIB 2 152A8/152B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_10505032Mi;Michelin;MEGAXBIB M28;1050/50R32 Michelin MEGAXBIB M28 178A8 TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4206524mdemo;Michelin;MULTIBIB;420/65R24 Michelin MULTIBIB 126D TL demo;rolnicze;Koparka;WZORZEC;Koparka
MO3_4608534ma2demo;Michelin;AGRIBIB 2;460/85R34 Michelin AGRIBIB 2 152A8/152B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_3809054mada;Michelin;AGRIBIB 2 DA;380/90R54 Michelin AGRIBIB 2 DA 152A8/152B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4807034m;Michelin;OMNIBIB;480/70R34 Michelin OMNIBIB 143D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_6006528M;Michelin;Machxbib;600/65R28 Michelin Machxbib 154D/150E TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4806528M;Michelin;MULTIBIB;480/65R28 Michelin MULTIBIB 136D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_8007038MIC;Michelin;MACHXBIB;800/70R38 Michelin MACHXBIB 173D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_3809538M;Michelin;AGRIBIB;380/95R38 Michelin AGRIBIB 147A8/147B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_5208542M;Michelin;AGRIBIB 2;520/85R42 Michelin AGRIBIB 2 162A8/162B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4808046MI;Michelin;AGRIBIB 2;480/80R46 Michelin AGRIBIB 2 158A8/158B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4806524MM;Michelin;MULTIBIB;480/65R24 Michelin MULTIBIB 133D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_6506538M;Michelin;MULTIBIB;650/65R38 Michelin MULTIBIB 157D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_5406524M;Michelin;MULTIBIB;540/65R24 Michelin MULTIBIB 140D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_3808530m;Michelin;AGRIBIB 2;380/85R30 Michelin AGRIBIB 2 140A8/140B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_4209030m;Michelin;AGRIBIB 2;420/90R30 Michelin AGRIBIB 2 147A8/147B TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_6506542m;Michelin;MULTIBIB;650/65R42 Michelin MULTIBIB 158D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_5406528M;Michelin;MULTIBIB;540/65R28 Michelin MULTIBIB 142D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_7107042m;Michelin;Machxbib;710/70R42 Michelin Machxbib 173D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_7107038M;Michelin;MACHXBIB;710/70R38 Michelin MACHXBIB 171D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_6006538MM;Michelin;MULTIBIB;600/65R38 Michelin MULTIBIB 153D TL;rolnicze;Koparka;WZORZEC;Koparka
MO3_3408546M;Michelin;AGRIBIB RC;340/85R46 Michelin AGRIBIB RC 150A8/150B TL;rolnicze;Koparka;WZORZEC;Koparka
MO2_936570;Michelin;OMNIBIB;480/70R38 Michelin OMNIBIB 145D TL;rolnicze;Koparka;WZORZEC;Koparka
MO2_778211;Michelin;MULTIBIB;420/65R28 Michelin MULTIBIB 135D TL;rolnicze;Koparka;WZORZEC;Koparka
MO2_429970;Michelin;MACHXBIB;600/65R28 Michelin MACHXBIB 154D/150E TL;rolnicze;Koparka;WZORZEC;Koparka
MO2_162527;Michelin;XTE3;385/65R22.5 Michelin XTE3 160J M+S;ciężarowe;Koparka;WZORZEC;Koparka
MO3_4008024MTti05demo;Mitas;TI 05;400/80-24 Mitas TI 05 162A8 TL demo;przemysłowe;Koparka;PEWNE;Koparka
MO2_25029531;Mitas;TR09 IND;12.5/80-18 Mitas TR09 IND 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_25029530;Mitas;TR09 S116 IND;12.5/80-18 Mitas TR09 S116 IND 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_25020824;Mitas;SK02;23x8.50-12 Mitas SK02 10PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_1013101720000;Mitas;TI02;17.5-24 Mitas TI02 10PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO7_T445606;NOKIAN;Excavator;710/40-22.5 NOKIAN Excavator 173A8 SF TL;przemysłowe;Koparka;PEWNE;Koparka
MO7_T445605;NOKIAN;Excavator;650/45-22.5 NOKIAN Excavator 175A8 SF TL;przemysłowe;Koparka;PEWNE;Koparka
MO7_T445604;NOKIAN;Excavator;600/50-22.5 NOKIAN Excavator 173A8 SF TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_IND00302;Speedways;POWERLUG R-4;16.9-28 Speedways POWERLUG R-4 16PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_IND00212;Speedways;POWERLUG R-4;16.9-24 Speedways POWERLUG R-4 16PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_IND00205;Speedways;POWERLUG R-4;17.5-24 Speedways POWERLUG R-4 16PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_IND00132;Speedways;POWERLUG R-4;17.5-24 Speedways POWERLUG R-4 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_IND00109;Speedways;POWERLUG R-4;16.9-24 Speedways POWERLUG R-4 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
MO2_IND000212;Speedways;POWERLUG R-4;19.5-24 Speedways POWERLUG R-4 12PR TL;przemysłowe;Koparka;PEWNE;Koparka
